image_id,built_score_ad,paved_score_ad,sky_score_ad,nature_score_ad,road_score_ad,sidewalk_score_ad,terrain_score_ad,vegetation_score_ad,pole_score_ad,built_score,paved_score,auto_score,sky_score,nature_score,human_score,latitude,longitude,road_score,sidewalk_score,building_score,wall_score,fence_score,pole_score,traffic_light_score,traffic_sign_score,vegetation_score,terrain_score,sky_score,person_score,rider_score,car_score,truck_score,bus_score,train_score,motorcycle_score,bicycle_score,void_score
955_40.6713141_-79.970666,0.436176545,49.51387027,21.45062642,28.59932676,49.4550404,0.058829877,1.696319478,26.90300729,0,0.435069444,49.38819444,0.253819444,21.39618056,28.52673611,0,40.6713141,-79.970666,49.32951389,0.058680556,0.435069444,0,0,0,0,0,26.83472222,1.692013889,21.39618056,0,0,0.253819444,0,0,0,0,0,0
956_40.33739043_-80.06960238,0.317249623,20.36235258,0,79.30302377,0.709555017,19.65279756,29.1126045,50.19041927,0.01633158,0.317013889,20.34722222,0.043055556,0,79.24409722,0.001041667,40.33739043,-80.06960238,0.709027778,19.63819444,0.263888889,0.053125,0.000694444,0.016319444,0,0.000347222,50.153125,29.09097222,0,0.001041667,0,0.002777778,0,0,0,0.040277778,0.030208333,0
957_40.32337258_-79.89109559,2.631358066,26.4970928,37.650892,31.87045035,21.70899019,4.788102614,0.004959788,31.86549056,0,2.394791667,24.11493056,5.445486111,34.26597222,29.00520833,0.985069444,40.32337258,-79.89109559,19.75729167,4.357638889,2.322222222,0.072569444,1.228819444,0,0,0,29.00069444,0.004513889,34.26597222,0.563194444,0.421875,4.305555556,0.000347222,0,0,1.139583333,2.559722222,0
958_40.31046874_-80.05229759,7.277765291,30.05331104,15.74747844,46.9130166,29.79553564,0.257775405,23.57240188,23.34061473,0.008428624,7.195486111,29.71354167,0.928125,15.56944444,46.38263889,0.201736111,40.31046874,-80.05229759,29.45868056,0.254861111,7.194791667,0.000694444,0,0.008333333,0,0,23.07673611,23.30590278,15.56944444,0.201736111,0,0.928125,0,0,0,0,0.000694444,0
959_40.42824854_-79.97898087,91.365805,8.436798125,0.000697515,0.195653084,6.377732517,2.059065608,0,0.195653084,0,90.96354167,8.399652778,0.433680556,0.000694444,0.194791667,0.006597222,40.42824854,-79.97898087,6.349652778,2.05,90.96354167,0,0.001041667,0,0,0,0.194791667,0,0.000694444,0.006597222,0,0.426388889,0,0,0,0.007291667,0,0
960_40.54859785_-80.16208668,0.183463243,41.157385,18.96494703,39.13789682,36.37341558,4.78396942,4.10929814,35.02859868,0.292775308,0.182986111,41.05034722,0.242361111,18.915625,39.03611111,0,40.54859785,-80.16208668,36.27881944,4.771527778,0.060763889,0.122222222,0,0.292013889,0,0.262847222,34.9375,4.098611111,18.915625,0,0,0.176388889,0,0,0,0.065972222,0.017708333,0
961_40.3788924_-80.14906938,7.511746872,27.46076562,19.07837846,45.89701649,20.57690772,6.883857905,7.356511049,38.54050544,0.052092558,7.510416667,27.45590278,0.017708333,19.075,45.88888889,0,40.3788924,-80.14906938,20.57326389,6.882638889,7.442361111,0.068055556,0,0.052083333,0,0,38.53368056,7.355208333,19.075,0,0,0.017708333,0,0,0,0,0,0
962_40.5147739_-80.16211224,6.958458417,32.7853986,4.755600956,52.28485657,28.04473816,4.74066044,7.693323327,44.59153324,0.062541694,6.953819444,32.76354167,0.062152778,4.752430556,52.25,0.003125,40.5147739,-80.16211224,28.02604167,4.7375,6.947569444,0.00625,3.151041667,0.0625,0,0,44.56180556,7.688194444,4.752430556,0.003125,0,0.062152778,0,0,0,0,0.001388889,0
963_40.40330406_-80.02325451,13.52047726,42.24906069,13.33018494,30.16167902,34.98913111,7.259929578,1.942856746,28.21882227,0.062852023,13.51944444,42.24583333,0.007638889,13.32916667,30.159375,0,40.40330406,-80.02325451,34.98645833,7.259375,13.51944444,0,0.666666667,0.062847222,0,0.009027778,28.21666667,1.942708333,13.32916667,0,0,0.007638889,0,0,0,0,0,0
964_40.31824948_-79.82814654,14.34599598,20.58176314,15.77198177,49.1053151,19.01732874,1.564434401,26.27175683,22.83355827,0.048823187,14.28368056,20.49236111,0.433680556,15.70347222,48.89201389,0.000694444,40.31824948,-79.82814654,18.93472222,1.557638889,14.28368056,0,0.145486111,0.048611111,0,0,22.734375,26.15763889,15.70347222,0.000694444,0,0.433680556,0,0,0,0,0,0
965_40.39252188_-79.98606141,7.649069661,46.21020524,21.73755958,24.24023456,37.2694996,8.94070564,1.772786015,22.46744855,0.091018996,7.645138889,46.18645833,0.005208333,21.72638889,24.22777778,0.046180556,40.39252188,-79.98606141,37.25034722,8.936111111,7.639583333,0.005555556,0.057986111,0.090972222,0.013888889,0,22.45590278,1.771875,21.72638889,0.046180556,0,0.005208333,0,0,0,0,0,0
966_40.32611264_-79.96795179,5.422779436,9.731328025,0,84.41638654,1.041818266,8.68950976,29.03815504,55.3782315,0,5.304513889,9.519097222,2.028472222,0,82.57534722,0.152430556,40.32611264,-79.96795179,1.019097222,8.5,5.269097222,0.035416667,0.420138889,0,0,0,54.17048611,28.40486111,0,0.152430556,0,1.957291667,0,0,0,0.071180556,0,0
967_40.51282551_-79.91573948,5.899063707,32.98349679,3.240907954,57.54834273,32.62891396,0.354582836,19.49337371,38.05496902,0.310129747,5.897916667,32.97708333,0.019097222,3.240277778,57.53715278,0.000347222,40.51282551,-79.91573948,32.62256944,0.354513889,5.557291667,0.340625,0.018055556,0.310069444,0,0,38.04756944,19.48958333,3.240277778,0.000347222,0,0.017013889,0.001388889,0,0,0.000694444,0,0
968_40.4366721_-79.97743435,72.84947258,20.32405208,4.712059299,1.40549273,17.77582438,2.548227692,0.07222275,1.33326998,0.084101492,53.23576389,14.85208333,25.19479167,3.443402778,1.027083333,0.195138889,40.4366721,-79.97743435,12.98993056,1.862152778,53.21527778,0.020486111,0.456597222,0.061458333,0,0,0.974305556,0.052777778,3.443402778,0.195138889,0,24.92152778,0,0,0,0.273263889,1.533680556,0
969_40.41039189_-79.94288409,8.23448501,32.3002164,16.51134599,42.9539526,30.39017155,1.910044842,14.1268292,28.8271234,0,8.231597222,32.28888889,0.034375,16.50555556,42.93888889,0.000694444,40.41039189,-79.94288409,30.37951389,1.909375,8.231597222,0,0,0,0,0,28.81701389,14.121875,16.50555556,0.000694444,0,0.034375,0,0,0,0,0,0
970_40.54189155_-79.98386143,0.161813983,2.329635224,0.001041721,97.50750907,1.470562703,0.859072521,0.692049933,96.81545914,0,0.161805556,2.329513889,0.005208333,0.001041667,97.50243056,0,40.54189155,-79.98386143,1.470486111,0.859027778,0.161805556,0,0,0,0,0,96.81041667,0.692013889,0.001041667,0,0,0.005208333,0,0,0,0,0,0
971_40.46017815_-79.85549215,9.288378714,29.61670841,17.85702701,43.2216676,28.22842521,1.388283207,2.350566738,40.87110086,0.005766493,8.948611111,28.53333333,3.010069444,17.20381944,41.640625,0.643055556,40.46017815,-79.85549215,27.19583333,1.3375,8.948611111,0,0,0.005555556,0.006944444,0.003125,39.37604167,2.264583333,17.20381944,0.58125,0.061805556,2.986458333,0.011458333,0,0,0.012152778,0.004861111,0
972_40.36852685_-79.80048158,8.811793195,38.26239642,12.03498811,38.94891751,37.29306319,0.969333233,10.25427906,28.69463844,0.359092267,8.503472222,36.92361111,3.4125,11.61388889,37.58611111,0.083680556,40.36852685,-79.80048158,35.98819444,0.935416667,8.421527778,0.081944444,1.505555556,0.346527778,0,0.021875,27.690625,9.895486111,11.61388889,0.083680556,0,3.404166667,0.008333333,0,0.000347222,0,0.002430556,0
973_40.60745439_-79.92729905,4.849445877,35.05053321,15.82212309,44.09597825,34.00885202,1.041681188,14.37757022,29.71840803,0.048790688,4.831597222,34.92152778,0.339583333,15.76388889,43.93368056,0.014236111,40.60745439,-79.92729905,33.88368056,1.037847222,4.773263889,0.058333333,0.126388889,0.048611111,0.000347222,0.005902778,29.60902778,14.32465278,15.76388889,0,0.014236111,0.205902778,0.003125,0,0,0.130555556,0.014236111,0
974_40.39348713_-80.04279668,52.48866237,24.40819679,22.02448647,1.069879112,6.163037221,18.24515957,0.003159092,1.06672002,0.002808082,51.92222222,24.14479167,0.311111111,21.78680556,1.058333333,0,40.39348713,-80.04279668,6.096527778,18.04826389,51.92222222,0,0.005902778,0.002777778,0,0,1.055208333,0.003125,21.78680556,0,0,0.191319444,0,0,0,0.119791667,0.768055556,0
975_40.37009316_-80.08725997,4.122583789,32.983919,11.65087444,50.2117061,26.81755013,6.16636887,11.72920389,38.48250221,0.024545635,3.965625,31.728125,3.782291667,11.20729167,48.3,0.024305556,40.37009316,-80.08725997,25.79652778,5.931597222,3.123263889,0.842361111,0.968055556,0.023611111,0,0,37.01736111,11.28263889,11.20729167,0.024305556,0,3.781597222,0,0,0,0.000694444,0.000694444,0
976_40.443021_-79.85749002,5.093504281,42.82028184,27.38194997,24.34637784,40.89153783,1.928744012,5.119691066,19.22668678,0.343919778,5.065277778,42.58298611,0.512152778,27.23020833,24.21145833,0.026736111,40.443021,-79.85749002,40.66493056,1.918055556,5.065277778,0,0,0.342013889,0,0.013888889,19.12013889,5.091319444,27.23020833,0.009027778,0.017708333,0.484027778,0,0,0,0.028125,0.015277778,0
977_40.4518954_-79.8849097,6.314571249,31.61682713,22.58837269,38.64372676,16.41063884,15.20618829,14.44250191,24.20122485,0.7538369,6.232986111,31.20833333,1.194444444,22.29652778,38.14444444,0.000694444,40.4518954,-79.8849097,16.19861111,15.00972222,6.232986111,0,0.002777778,0.744097222,0.012847222,0.065972222,23.88854167,14.25590278,22.29652778,0,0.000694444,1.175694444,0,0.008680556,0,0.010069444,0.096875,0
978_40.42425925_-79.91290796,0.034400322,21.01199494,0,78.95360474,16.65496824,4.3570267,0.075055249,78.87854949,0,0.034375,20.99652778,0.071527778,0,78.89548611,0.001388889,40.42425925,-79.91290796,16.64270833,4.353819444,0.003472222,0.030902778,0,0,0,0,78.82048611,0.075,0,0.001388889,0,0.055208333,0,0,0,0.016319444,0.000694444,0
979_40.63302319_-79.97715669,0.63227595,27.13262857,0.160500818,72.05618223,22.42425716,4.708371403,12.50482024,59.551362,0,0.631944444,27.11840278,0.044791667,0.160416667,72.01840278,0.007638889,40.63302319,-79.97715669,22.4125,4.705902778,0.631944444,0,0.018402778,0,0,0,59.52013889,12.49826389,0.160416667,0.007638889,0,0.038888889,0.001736111,0,0,0.004166667,0,0
980_40.4569407_-79.75777483,3.661928683,30.73806018,14.92969612,50.51017744,19.78604227,10.95201791,8.502609198,42.00756824,0.084246292,3.652430556,30.65833333,0,14.89097222,50.37916667,0.000347222,40.4569407,-79.75777483,19.73472222,10.92361111,3.576388889,0.076041667,0.075694444,0.084027778,0,0,41.89861111,8.480555556,14.89097222,0.000347222,0,0,0,0,0,0,0.259027778,0
981_40.59750846_-80.10048026,0.000694447,40.96819781,10.50455036,47.9324581,40.53277963,0.435418179,4.611127122,43.32133098,0.594099285,0.000694444,40.96805556,0,10.50451389,47.93229167,0.000347222,40.59750846,-80.10048026,40.53263889,0.435416667,0.000694444,0,0,0.594097222,0,0,43.32118056,4.611111111,10.50451389,0.000347222,0,0,0,0,0,0,0,0
982_40.51425364_-79.98886459,7.038572109,38.55200268,23.06178239,31.27674209,38.00701952,0.544983157,7.317236636,23.95950546,0.065256883,6.928472222,37.94895833,1.526736111,22.70104167,30.7875,0.0375,40.51425364,-79.98886459,37.4125,0.536458333,6.84375,0.084722222,0.005555556,0.064236111,0,0,23.58472222,7.202777778,22.70104167,0.0375,0,1.525347222,0.001388889,0,0,0,0,0
983_40.44162207_-79.88225689,31.7221488,42.84907429,16.87432459,7.492629367,41.9340992,0.914975092,0.147977453,7.344651914,0.837409303,29.25277778,39.51354167,7.784375,15.56076389,6.909375,0,40.44162207,-79.88225689,38.66979167,0.84375,29.21805556,0.034722222,0.189236111,0.772222222,0,0.017708333,6.772916667,0.136458333,15.56076389,0,0,7.776388889,0.007986111,0,0,0,0,0
984_40.39073977_-79.99329862,32.20404483,13.13674553,4.783016302,49.83361244,12.62935291,0.507392617,33.70940501,16.12420742,0.0236163,31.25,12.74756944,2.952083333,4.641319444,48.35729167,0.006944444,40.39073977,-79.99329862,12.25520833,0.492361111,31.25,0,0.018402778,0.022916667,0,0,15.64652778,32.71076389,4.641319444,0.006944444,0,2.952083333,0,0,0,0,0.003472222,0
985_40.64681961_-80.14447236,14.73895002,4.272271835,0.154419464,80.61083827,4.268746276,0.003525559,0,80.61083827,0.006346005,14.51597222,4.207638889,1.503472222,0.152083333,79.39131944,0.001736111,40.64681961,-80.14447236,4.204166667,0.003472222,14.42569444,0.090277778,0.191319444,0.00625,0.001041667,0.021527778,79.39131944,0,0.152083333,0.001736111,0,1.214930556,0.257638889,0,0,0.030902778,0.007638889,0
986_40.37325117_-80.03853508,9.142910728,18.2031619,22.99845795,49.63879859,11.65152399,6.551637909,5.780959129,43.85783946,0.016670834,9.140625,18.19861111,0.025,22.99270833,49.62638889,0,40.37325117,-80.03853508,11.64861111,6.55,9.140625,0,0,0.016666667,0,0,43.846875,5.779513889,22.99270833,0,0,0.024652778,0,0,0,0.000347222,0,0
987_40.59087468_-79.94956702,5.568306903,20.23980249,24.63722321,48.50566171,19.53699299,0.702809502,6.221114148,42.28454757,1.017059798,5.568055556,20.23888889,0.004513889,24.63611111,48.50347222,0,40.59087468,-79.94956702,19.53611111,0.702777778,5.566319444,0.001736111,0.030208333,1.017013889,0,0.001736111,42.28263889,6.220833333,24.63611111,0,0,0.004513889,0,0,0,0,0,0
988_40.36319129_-80.04507647,0.614932691,3.436817489,1.069795381,94.81039865,2.935079636,0.501737853,29.85843701,64.95196164,0.000347223,0.614930556,3.436805556,0.000347222,1.069791667,94.81006944,0,40.36319129,-80.04507647,2.935069444,0.501736111,0.614930556,0,0.021180556,0.000347222,0,0.046527778,64.95173611,29.85833333,1.069791667,0,0,0.000347222,0,0,0,0,0,0
989_40.52746146_-80.00133149,3.142511085,6.464614121,19.49164341,68.28844695,1.94871188,4.515902241,37.25488831,31.03355864,1.847430373,3.135069444,6.449305556,0.208680556,19.44548611,68.12673611,0.007638889,40.52746146,-80.00133149,1.944097222,4.505208333,3.106597222,0.028472222,0.348263889,1.843055556,0,0.415277778,30.96006944,37.16666667,19.44548611,0.007638889,0,0.208680556,0,0,0,0,0.020486111,0
990_40.42556565_-80.00913615,7.402424124,28.85000262,16.81408301,46.74384787,23.96240134,4.887601286,0.002623511,46.74122436,0.123305024,6.857986111,26.728125,7.354861111,15.57743056,43.30590278,0,40.42556565,-80.00913615,22.2,4.528125,5.995833333,0.862152778,0.061458333,0.114236111,0,0,43.30347222,0.002430556,15.57743056,0,0,7.354513889,0.000347222,0,0,0,0,0
991_40.53603669_-79.99106236,10.24267777,37.70836414,0.376058986,49.46196804,31.543532,6.164832147,10.56345467,38.89851337,1.345079895,10.10034722,37.184375,1.36875,0.370833333,48.77465278,0.012847222,40.53603669,-79.99106236,31.10520833,6.079166667,9.984722222,0.115625,0.015625,1.326388889,0,0.838194444,38.35798611,10.41666667,0.370833333,0,0.012847222,1.333333333,0.022569444,0,0,0.012847222,0.007986111,0
992_40.61054334_-79.73663154,40.219007,14.12501389,13.95692098,30.73808068,13.37311069,0.751903201,23.47917593,7.258904757,0.084741054,40.21006944,14.121875,0.022222222,13.95381944,30.73125,0,40.61054334,-79.73663154,13.37013889,0.751736111,40.16180556,0.048263889,0.753819444,0.084722222,0,0.122222222,7.257291667,23.47395833,13.95381944,0,0,0.021875,0.000347222,0,0,0,0,0
993_40.50003756_-80.00612745,3.168884411,37.77646527,0,58.58909773,35.02727304,2.749192232,3.602473682,54.98662405,0.0038217,3.167013889,37.75416667,0.053472222,0,58.55451389,0.003472222,40.50003756,-80.00612745,35.00659722,2.747569444,2.26875,0.898263889,0.460763889,0.003819444,0,0.000694444,54.95416667,3.600347222,0,0.003472222,0,0.053472222,0,0,0,0,0.002083333,0
994_40.45365797_-79.9039303,25.78125866,29.07742176,29.62037574,10.67871096,23.88258297,5.194838796,4.220182808,6.458528147,1.719415872,24.21979167,27.31631944,5.620833333,27.82638889,10.03194444,0.092708333,40.45365797,-79.9039303,22.43611111,4.880208333,18.978125,5.241666667,2.907986111,1.615277778,0,0.025694444,6.067361111,3.964583333,27.82638889,0.092708333,0,5.443055556,0.177777778,0,0,0,0.343055556,0
995_40.45824189_-79.75230581,3.139985069,9.944964322,30.30504002,54.38011077,2.734769701,7.210194621,1.943436518,52.43667425,0.339589229,3.139930556,9.944791667,0.000347222,30.30451389,54.37916667,0.001041667,40.45824189,-79.75230581,2.734722222,7.210069444,3.023958333,0.115972222,1.890277778,0.339583333,0,0,52.43576389,1.943402778,30.30451389,0.001041667,0,0.000347222,0,0,0,0,0.000347222,0
996_40.3518087_-80.07996785,3.400229778,42.63818999,28.4160314,25.544152,41.39431421,1.24387578,5.597790217,19.94636179,0.001396829,3.380902778,42.39583333,0.564930556,28.25451389,25.39895833,0.000694444,40.3518087,-80.07996785,41.15902778,1.236805556,3.380902778,0,0,0.001388889,0,0,19.83298611,5.565972222,28.25451389,0.000694444,0,0.560069444,0,0,0,0.004861111,0.002777778,0
997_40.51705804_-80.09002564,0.227623148,26.96881841,1.006553737,71.74166513,5.719118604,21.24969981,0.343523008,71.39814212,0.011833619,0.227083333,26.90486111,0.135069444,1.004166667,71.57152778,0.022569444,40.51705804,-80.09002564,5.705555556,21.19930556,0.093402778,0.133680556,0.019097222,0.011805556,0,0.024305556,71.22881944,0.342708333,1.004166667,0.022569444,0,0.119097222,0.002430556,0,0,0.013541667,0.079513889,0
998_40.26122268_-79.85832983,7.961201476,43.85608971,21.15888357,27.01305559,42.45985701,1.396232708,7.708983276,19.30407232,0.002431856,7.956944444,43.83263889,0.029861111,21.14756944,26.99861111,0.023611111,40.26122268,-79.85832983,42.43715278,1.395486111,7.802083333,0.154861111,0.007291667,0.002430556,0.001041667,0,19.29375,7.704861111,21.14756944,0.023611111,0,0.021875,0.007986111,0,0,0,0,0
999_40.45453133_-79.80295802,5.833970792,41.24939471,24.69770445,27.00272996,39.52018696,1.729207751,3.761237394,23.24149256,0.000701789,5.772916667,40.81770833,0.784375,24.43923611,26.72013889,0.244444444,40.45453133,-79.80295802,39.10659722,1.711111111,5.745833333,0.027083333,1.202777778,0.000694444,0,0,22.99826389,3.721875,24.43923611,0.244444444,0,0.593402778,0.176736111,0.014236111,0.017708333,0,0,0
1000_40.52734824_-80.26636766,9.53522621,32.13562824,0.071890224,56.16162039,22.18895264,9.946675601,16.61397043,39.54764996,0.253709675,9.487152778,31.97361111,0.064236111,0.071527778,55.87847222,0.433680556,40.52734824,-80.26636766,22.07708333,9.896527778,9.486458333,0.000694444,1.566666667,0.252430556,0,0.265972222,39.34826389,16.53020833,0.071527778,0.422916667,0.010763889,0.049652778,0,0.000694444,0,0.013888889,0.00625,0
1001_40.4178539_-80.01275298,21.03419709,36.37656994,20.3791287,21.80357037,29.88041681,6.496153134,1.690104412,20.11346595,0,20.89375,36.13368056,0.639930556,20.24305556,21.65798611,0.000694444,40.4178539,-80.01275298,29.68090278,6.452777778,20.89305556,0.000694444,0.400694444,0,0,0.003125,19.97916667,1.678819444,20.24305556,0.000694444,0,0.638541667,0,0,0,0.001388889,0.027083333,0
1002_40.3594618_-79.88298286,6.863581444,44.59064684,4.56098079,43.66166778,44.29642371,0.294223129,8.993478344,34.66818943,0.041783166,6.844444444,44.46631944,0.25,4.548263889,43.53993056,0,40.3594618,-79.88298286,44.17291667,0.293402778,6.842708333,0.001736111,0.280555556,0.041666667,0,0,34.57152778,8.968402778,4.548263889,0,0,0.244444444,0,0,0,0.005555556,0.028819444,0
1003_40.45714616_-79.82765123,6.671943595,38.32688827,11.16976948,43.61032558,37.73794123,0.588947044,7.429310663,36.18101491,0.156913067,6.64375,38.16493056,0.422569444,11.12256944,43.42604167,0,40.45714616,-79.82765123,37.57847222,0.586458333,6.63125,0.0125,0.016666667,0.15625,0.000347222,0.046875,36.028125,7.397916667,11.12256944,0,0,0.422569444,0,0,0,0,0,0
1004_40.48130566_-79.95105623,70.15045108,19.28301565,7.223175831,1.203339772,14.42439127,4.858624383,0.004033541,1.199306231,0.523912176,54.34930556,14.93958333,22.52465278,5.596180556,0.932291667,0,40.48130566,-79.95105623,11.17534722,3.764236111,54.28958333,0.059722222,1.249305556,0.405902778,0,0.002777778,0.929166667,0.003125,5.596180556,0,0,22.52465278,0,0,0,0,0,0
1005_40.66015493_-79.94682594,9.568413688,1.622756179,24.88434991,63.81344221,0.174040774,1.448715405,44.0208292,19.79261301,0.061262353,9.544791667,1.61875,0.100347222,24.82291667,63.65590278,0.146527778,40.66015493,-79.94682594,0.173611111,1.445138889,9.464236111,0.080555556,0.049305556,0.061111111,0,0.000347222,19.74375,43.91215278,24.82291667,0.141319444,0.005208333,0.099305556,0,0,0,0.001041667,0,0
1006_40.51288263_-80.09140017,14.13455662,15.78578175,11.68463163,58.10159462,14.26304312,1.522738638,21.21589899,36.88569563,0.076397377,14.13298611,15.78402778,0.002430556,11.68333333,58.09513889,0.008680556,40.51288263,-80.09140017,14.26145833,1.522569444,13.99826389,0.134722222,0.217013889,0.076388889,0,0,36.88159722,21.21354167,11.68333333,0.008333333,0.000347222,0.002430556,0,0,0,0,0,0
1007_40.39619284_-79.98904906,17.29153315,17.05048779,6.041800185,58.75525173,16.35761589,0.692871893,7.200740582,51.55451114,0,16.86284722,16.62777778,2.477777778,5.892013889,57.29861111,0,40.39619284,-79.98904906,15.95208333,0.675694444,12.99930556,3.863541667,0.839583333,0,0,0,50.27638889,7.022222222,5.892013889,0,0,2.477777778,0,0,0,0,0.001388889,0
1008_40.42298034_-79.91561515,20.663892,39.81779488,30.54154829,8.970125209,38.43011452,1.387680362,4.226641646,4.743483563,0.006639619,20.53194444,39.56354167,0.325694444,30.34652778,8.912847222,0.139583333,40.42298034,-79.91561515,38.18472222,1.378819444,20.53194444,0,0,0.006597222,0,0,4.713194444,4.199652778,30.34652778,0.139583333,0,0.293055556,0,0.017013889,0,0.015625,0.173263889,0
1009_40.51467835_-79.96116457,9.758166698,48.86074014,17.90374729,22.80485851,48.81340751,0.047332625,0.422716747,22.38214176,0.555612193,9.305902778,46.59618056,4.323611111,17.07395833,21.74791667,0.067013889,40.51467835,-79.96116457,46.55104167,0.045138889,9.305902778,0,0,0.529861111,0.004166667,0.107291667,21.34479167,0.403125,17.07395833,0.067013889,0,3.638194444,0.684722222,0.000347222,0.244097222,0.000347222,0,0
1010_40.3224756_-80.02825615,1.977969215,38.2988421,0,59.70787987,36.2157987,2.083043394,9.524521947,50.18335792,0.015308821,1.973958333,38.22118056,0.190277778,0,59.58680556,0.0125,40.3224756,-80.02825615,36.14236111,2.078819444,1.973958333,0,0,0.015277778,0,0,50.08159722,9.505208333,0,0.0125,0,0.189236111,0,0,0,0.001041667,0,0
1011_40.49606795_-80.06555418,19.31932597,41.09425255,13.0999161,26.36029926,33.90050343,7.193749126,1.241784366,25.11851489,0,19.18784722,40.81458333,0.641319444,13.01076389,26.18090278,0.005208333,40.49606795,-80.06555418,33.66979167,7.144791667,19.01805556,0.169791667,0.111458333,0,0,0.013888889,24.94756944,1.233333333,13.01076389,0.005208333,0,0.426388889,0,0,0,0.214930556,0.034027778,0
1012_40.66959081_-80.08980285,18.42158568,31.88120333,0.979611508,48.07849465,27.44064707,4.440556266,5.098170693,42.98032395,0.238180053,18.31527778,31.69722222,0.55,0.973958333,47.80104167,0.005208333,40.66959081,-80.08980285,27.28229167,4.414930556,18.29479167,0.020486111,0.398611111,0.236805556,0,0,42.73229167,5.06875,0.973958333,0.005208333,0,0.55,0,0,0,0,0.021875,0
1013_40.55673414_-80.24551396,6.45463311,24.6967622,0,68.73261972,14.92083677,9.775925434,14.99420075,53.73841897,0.019563729,6.415277778,24.54618056,0.565277778,0,68.31354167,0.041666667,40.55673414,-80.24551396,14.82986111,9.716319444,6.088194444,0.327083333,0.095833333,0.019444444,0,0,53.41076389,14.90277778,0,0.041666667,0,0.563194444,0,0,0,0.002083333,0.002777778,0
1014_40.49511732_-80.32954381,2.676472529,0.921556576,39.92867833,56.4705147,0.002083398,0.919473178,52.65824279,3.812271911,0.001736165,2.676388889,0.921527778,0,39.92743056,56.46875,0.002777778,40.49511732,-80.32954381,0.002083333,0.919444444,2.676388889,0,0,0.001736111,0,0.001041667,3.812152778,52.65659722,39.92743056,0.001388889,0.001388889,0,0,0,0,0,0.000347222,0
1015_40.44618972_-79.72954023,2.087854472,66.25613283,0.500001736,31.03864944,65.54189424,0.714238591,5.842381397,25.19626804,0.095833666,2.087847222,66.25590278,0.000347222,0.5,31.03854167,0,40.44618972,-79.72954023,65.54166667,0.714236111,2.087847222,0,0.021527778,0.095833333,0,0,25.19618056,5.842361111,0.5,0,0,0.000347222,0,0,0,0,0,0
1016_40.62925528_-80.08008386,0.052821245,46.52509183,34.56038476,18.83633407,46.52509183,0,4.792485483,14.04384858,0.023978065,0.052777778,46.48680556,0.082291667,34.53194444,18.82083333,0,40.62925528,-80.08008386,46.48680556,0,0.052777778,0,0,0.023958333,0.001388889,0,14.03229167,4.788541667,34.53194444,0,0,0.078819444,0.003472222,0,0,0,0,0
1017_40.38631936_-79.99232512,36.65961534,31.61148915,18.64294919,12.86815405,30.81222277,0.799266384,7.054455016,5.81369903,0.216750206,36.64548611,31.59930556,0.014583333,18.63576389,12.86319444,0.019097222,40.38631936,-79.99232512,30.80034722,0.798958333,36.64548611,0,0.000347222,0.216666667,0,0.000694444,5.811458333,7.051736111,18.63576389,0.019097222,0,0.014583333,0,0,0,0,0.004861111,0
1018_40.57332292_-80.02568202,2.279107473,20.65215467,10.9735591,63.94032831,16.53468045,4.117474219,12.74289416,51.19743415,0.220547368,2.235416667,20.25625,1.871875,10.76319444,62.71458333,0.025,40.57332292,-80.02568202,16.21770833,4.038541667,2.229513889,0.005902778,1.855902778,0.216319444,0,0.041319444,50.21597222,12.49861111,10.76319444,0.025,0,1.026388889,0.046527778,0.798263889,0.014930556,0.000694444,0.005208333,0
1019_40.55791353_-80.07710195,0.000695164,15.04299588,0,83.43702859,10.45421999,4.588775886,2.908565113,80.52846348,0.000347582,0.000694444,15.02743056,0.101041667,0,83.35069444,0,40.55791353,-80.07710195,10.44340278,4.584027778,0.000694444,0,1.517361111,0.000347222,0,0,80.44513889,2.905555556,0,0,0,0.101041667,0,0,0,0,0.002430556,0
1020_40.47109931_-80.07203259,13.16248226,12.63105254,22.84549095,46.16324648,12.35459639,0.276456149,0.023243447,46.14000303,0.682864297,12.97743056,12.45347222,0.794444444,22.52430556,45.51423611,0,40.47109931,-80.07203259,12.18090278,0.272569444,12.97743056,0,4.451388889,0.673263889,0,0,45.49131944,0.022916667,22.52430556,0,0,0.171180556,0.000347222,0,0,0.622916667,0.611458333,0
1021_40.42205988_-79.97901576,43.85772701,29.49294749,19.7289971,4.870842449,15.8721183,13.6208292,0.021912076,4.848930373,0.478531467,43.08854167,28.97569444,1.705208333,19.38298611,4.785416667,0.048611111,40.42205988,-79.97901576,15.59375,13.38194444,43.05763889,0.030902778,1.528472222,0.470138889,0,0.014930556,4.763888889,0.021527778,19.38298611,0.048611111,0,1.65,0.055208333,0,0,0,0,0
1022_40.35699985_-80.09582263,10.14183337,4.866285802,0,81.36728896,4.07523184,0.791053962,0.058416293,81.30887267,0,10.12743056,4.859375,0.089930556,0,81.25173611,0.046875,40.35699985,-80.09582263,4.069444444,0.789930556,10.12743056,0,3.619444444,0,0,0,81.19340278,0.058333333,0,0.046875,0,0.087152778,0,0,0,0.002777778,0.005208333,0
