id,x,y
2086D00145000000,-79.86728228,40.21778014
0097G00090000000,-80.02233097,40.39107454
0178A00180000000,-79.89798121,40.42157708
0440E00148000000,-79.86304969,40.53725366
0050F00003000000,-79.94499411,40.46729014
0885H00206000000,-79.98346997,40.29360347
0100N00108000000,-80.07991592,40.38536753
0051R00351000001,-79.94107903,40.45348265
2012B00282000000,-79.86110908,40.65694575
0355H00284000000,-79.95254719,40.52738269
0316F00014000000,-80.01139811,40.35294087
0825C00339000000,-80.03980925,40.57892794
0323N00037000000,-80.13122087,40.34807829
0305N00316000000,-79.8656033,40.3674783
0279E00012000000,-80.04725061,40.51594651
0015S00158000000,-80.00057479,40.41432824
0342F00034000000,-80.16041804,40.51690136
0713C00054000000,-80.05381525,40.56940177
0125H00148000000,-79.89991708,40.45997794
0691G00026000000,-80.22235608,40.44936589
1504R00324000000,-79.97133866,40.61993222
0012J00446000000,-79.9791406,40.42628599
0365A00072000000,-79.84653623,40.50009869
0038P00220000000,-80.057645,40.41480691
0555E00370000000,-79.84986033,40.32312066
1102M00053000000,-79.71683518,40.47582563
0173S00047000000,-79.88641557,40.46415646
0045E00335000000,-80.02972105,40.46931515
0046A00065000A00,-80.01268575,40.47104445
0006S00226000000,-80.01661705,40.43471134
1130H00076000000,-79.83414735,40.27520287
0341G00307000000,-80.15452447,40.50742168
0055K00065000000,-79.94488385,40.41753362
1497P00041000000,-80.09179461,40.61860066
0590G00028000000,-80.20626023,40.44933015
0471H00299000000,-79.94961851,40.33255184
0133F00114000000,-79.9088495,40.38084456
0567M00106000000,-80.03322618,40.3204598
0177B00222000000,-79.89513529,40.43205677
0460P00026000000,-79.82801172,40.35608257
0664J00167000000,-80.01234879,40.30916442
0012L00329000000,-79.97154206,40.42609913
1206P00173000000,-80.04300314,40.60068822
0163M00044000000,-80.00090673,40.49551782
0260M00047000000,-80.13561135,40.38839093
0041F00128000000,-80.06001357,40.44923913
0251M00264000000,-80.03603445,40.35787965
0746R00102000000,-79.77116734,40.40563776
1659N00072000000,-80.04903282,40.62880471
0297K00033000000,-79.86154818,40.44701177
0561B00130000000,-79.94249249,40.32614567
0224N00064000000,-79.91506779,40.50276205
1068R00030000000,-80.08912142,40.59037732
0099J00184000000,-80.065581,40.38729017
0718N00159000000,-79.9799383,40.55996326
0189A00018000000,-79.99636155,40.37292453
0981N00211000000,-79.7491164,40.39681403
0042L00148000000,-80.05530492,40.45621679
0233C00021000000,-79.87257394,40.44259779
1245E00327000000,-79.71617941,40.41985645
0011D00059000000,-79.96726066,40.44134606
0383S00151000000,-79.86791971,40.33845554
0076L00106000000,-80.02346788,40.47606277
0175J00009000000,-79.89868908,40.44786096
0023G00264000000,-80.00401428,40.45887492
0591P00314000000,-80.2113384,40.45908365
0375R00182000000,-79.83873815,40.39632271
0088B00031000000,-79.92837483,40.42302247
0773N00328000000,-80.04633109,40.29960898
0380H00133000000,-79.83579369,40.3525602
0137A00255000000,-79.97883675,40.38315533
0071M00043000000,-80.06933843,40.4570766
0417C00199000000,-80.17105799,40.4998496
0558S00383000000,-79.88651247,40.31710068
0093S00263000000,-79.94946899,40.38561831
0039F00192000000,-80.05893715,40.43033563
0200N00018000000,-80.13163994,40.39667389
0054N00078000000,-79.94804443,40.42384631
0041C00163000000,-80.05776579,40.45075248
1470B00071000000,-80.32528831,40.50013959
0879M00322000000,-79.88353656,40.29126424
0745P00164000000,-79.77659843,40.41514746
0084A00267000000,-79.93009347,40.46022887
0559N00137000000,-79.91355447,40.317989
0229R00007000000,-79.87077714,40.47237268
0035D00115000000,-80.01863334,40.41208297
0177G00078000000,-79.88959548,40.430163
1003J00145000000,-79.91439946,40.28114833
0467R00328000000,-79.88817009,40.32784039
0615L00398000000,-79.97493939,40.55431622
0261L00042000000,-80.13809186,40.39929239
0382L00051000000,-79.85444513,40.34001098
0386H00277000000,-79.91764425,40.34190548
0224D00050000000,-79.90195011,40.5103852
0033D00034000000,-79.98426544,40.41374572
0138G00058000000,-79.98881294,40.38202902
0082G00272000000,-79.922976,40.47758638
0099E00180000000,-80.06344329,40.39175334
0103C00228000000,-80.08705335,40.41235136
0548H00266000000,-79.80221977,40.37218149
1105K00310000000,-79.72812542,40.44723577
0250N00138000000,-80.03137543,40.35598149
1130J00010000000,-79.84579078,40.27066252
0095N00148000000,-79.99808083,40.38586105
1007K00128000000,-79.97819006,40.28197667
0182D00015000000,-79.88426409,40.38308327
0558G00013000000,-79.8874685,40.32208626
0086F00037000000,-79.92730604,40.44035137
0142G00092000000,-80.05687944,40.38132854
0255E00388000000,-80.11425694,40.36078024
0811R00220000000,-80.238338,40.55114467
0221R00307000000,-79.95657555,40.50162384
0085D00161000000,-79.91764783,40.45087292
1071S01409000000,-80.03426116,40.59003362
0071L00058000000,-80.07314913,40.45541637
0960J00150000000,-79.78262109,40.58370069
0598A00067000000,-80.21655249,40.52874974
0546B00029000000,-79.81160992,40.39234614
0598S00081000000,-80.20006831,40.52245738
0855A00068000000,-79.76265444,40.45241264
0013L00228000000,-79.97303815,40.41721083
0589K00025000000,-80.2122644,40.4361544
0590E00017000000,-80.21340113,40.44983664
0351B00286000000,-80.0257572,40.53050598
0143G00048000000,-80.07290985,40.38164409
0235S00055000000,-79.86818858,40.41574106
0184A00310000000,-79.91251516,40.37358942
0105P00190000000,-80.09502527,40.42545329
0446N00249000000,-79.83243779,40.49292508
0824M00145000000,-80.05044206,40.57254775
0508N00306000000,-80.17978617,40.54198402
0154F00047000000,-80.10829449,40.46862543
2195M00240000000,-79.85313854,40.66051231
0475H00074000000,-80.01811054,40.33166864
0118C00075000000,-79.97133555,40.49058764
0172S00309000000,-79.88365668,40.4744456
0448P00249000000,-79.8281956,40.47331968
0183A00200000000,-79.89553755,40.37272145
0236G00006000000,-79.87194165,40.4114597
0232F00121000000,-79.87737022,40.44820767
0378N00169000000,-79.84760936,40.36524504
0313F00240000000,-79.96049649,40.35194801
0342N00343000000,-80.16471668,40.51372891
0193R00250000000,-80.05548943,40.36531021
0004J00176000000,-80.01360033,40.4271856
0074K00123000000,-80.05830514,40.4762905
0492F00238000000,-80.19302644,40.40141558
0017F00148000000,-80.04353528,40.41986326
0051E00370000000,-79.94540876,40.45941085
0214C00118000000,-80.07202976,40.51070082
0388R00294000000,-79.95466389,40.33817339
0162S00276000000,-80.01715992,40.49246527
0083A00285000000,-79.9326495,40.47032828
0062N00309000000,-80.03210253,40.39466065
0373A00134000000,-79.84786527,40.42125067
0735G00196000000,-79.77181717,40.51848957
0015E00123000000,-80.01200067,40.419208
0047P00218000000,-79.99328493,40.46377756
0233K00172000000,-79.8771755,40.43705423
0140L00080000000,-80.02157617,40.37915404
0343L00238000000,-80.15487724,40.52415065
0456M00110000000,-79.81833408,40.39748505
0176F00301000000,-79.89199387,40.43839925
0429L00078000000,-80.03822185,40.5340445
1106F00279000000,-79.72697831,40.43885557
0027H00001000000,-79.95357668,40.44809085
0061J00020000000,-80.0158517,40.39862062
0459K00266000000,-79.82669399,40.36850307
0188M00005000000,-79.96993543,40.36996369
0382G00265000000,-79.85663155,40.34251999
0097G00152000000,-80.02335662,40.39121539
0376R00337000000,-79.84046061,40.3864184
0016C00008000000,-80.02426669,40.42194085
0744D00055000000,-79.7667544,40.43215571
0284B00070000000,-79.96201112,40.51867082
0125F00235000001,-79.89286883,40.4503492
0434D00312000000,-79.95122506,40.53946863
0126H00140000001,-79.9020737,40.44918476
0462D00007000000,-79.81606751,40.34464182
0097L00212000000,-80.02063873,40.38734449
0252M00050000000,-80.05372459,40.35902538
0617L00221000000,-79.93816882,40.55241703
0189M00112000000,-79.98403316,40.36971557
0003P00003000000,-79.99355912,40.42591803
0227P00036000000,-79.87814628,40.49368831
0096P00230000000,-80.00887907,40.38687309
0338K00064000000,-80.16042624,40.47469906
0256D00126000000,-80.11710844,40.36524344
0206E00706000000,-80.13159862,40.45756311
0165S00306000000,-79.97000921,40.49401532
0620K00015000000,-79.89223044,40.55338793
0634R00170000000,-79.78975023,40.47425125
0063G00114000000,-80.04088641,40.39992861
0388F00204000000,-79.95986784,40.34139012
0208K00307000000,-80.12812846,40.47646449
0123P00042000000,-79.91128392,40.47428965
0311N00186000000,-79.93090521,40.34706756
2370K00002000000,-80.12704161,40.67056884
1907G00111000000,-79.87203896,40.22563868
0386R00008000000,-79.92117346,40.33620655
0276L00020000000,-80.08786156,40.51431566
1507N00046000000,-79.92943959,40.61963314
0650J00050000000,-79.79754598,40.32108993
0191L00136000000,-80.02315351,40.36792007
0176B00027000000,-79.89446544,40.44265295
0050L00154000000,-79.93866755,40.46614359
0241L00290000000,-79.87445813,40.35937075
0627E00027000000,-79.7998537,40.54604259
0020B00055000000,-80.04348386,40.45077129
0372K00184000000,-79.84444754,40.42720754
0024F00399000000,-79.99117299,40.4580997
0042M00182000000,-80.05099014,40.4557455
0306D00386000000,-79.85355023,40.36484823
0084A00104000000,-79.93186715,40.46009556
0124K00139000000,-79.91120509,40.46541782
0087D00091000000,-79.91859754,40.43187946
0083E00219000000,-79.93095098,40.46821838
1504B00069000000,-79.97621356,40.62584383
0115H00305000000,-80.0192804,40.48740433
0014F00194000000,-79.99284112,40.42070042
0374P00091000000,-79.84202547,40.40580644
0043J00255000000,-80.0645028,40.46702226
0725K00299000000,-79.85981405,40.56394163
0171E00030000000,-79.89862075,40.4888641
0177R00194000000,-79.88898504,40.42433405
0401C00019000000,-80.17466663,40.34490178
0236D00236000000,-79.86762541,40.41205366
0421N00017000000,-80.17929343,40.53293979
0879C00150000000,-79.88812059,40.29543784
0386G00008000000,-79.92400734,40.34303987
0121B00104000000,-79.9284243,40.48978355
1134E00314000000,-79.91291112,40.27381008
1368G00386000000,-79.7244973,40.61565441
0005G00095000000,-80.02105483,40.42988742
0130P00202000000,-79.9114917,40.40437216
0124A00291000000,-79.91596651,40.47179482
0039M00086000000,-80.05062064,40.42795096
0880M00140000000,-79.90193393,40.29241947
0012E00110003000,-79.98242393,40.43072939
0430G00349000000,-80.02387703,40.53602634
0337B00026000000,-80.16008692,40.47076703
0137E00234000000,-79.98167252,40.38052911
0451E00361000000,-79.83263352,40.45024712
0504K00025000000,-80.19239174,40.51491554
0234L00096000000,-79.87322653,40.42740744
0069F00223000000,-80.07681735,40.4399531
0159D00172000000,-80.06770579,40.49975096
0142E00020000000,-80.06207842,40.38003767
0085L00045000000,-79.92077442,40.44620712
0419H00079000000,-80.167195950000007,40.51760464
0250K00067000000,-80.02720311,40.3600291
0004E00129000000,-80.01272473,40.43013896
0188J00110000000,-79.98132483,40.36818492
0352E00228000000,-80.01465724,40.52640088
0060J00165000000,-79.99794887,40.39907537
0031F00128000000,-79.9597046,40.40982896
0381F00372000000,-79.84461836,40.34332596
0887H00072000000,-80.01996766,40.29332695
0015A00116000000,-80.01236926,40.42313962
0073R00037000000,-80.07341914,40.47273985
0132E00006000000,-79.91532068,40.39191799
0055L00163000000,-79.94079175,40.41718183
0063N00232000000,-80.04733335,40.3949166
0084L00073000000,-79.9205416,40.45734792
0230D00125000000,-79.86834533,40.4720202
0035C00245000000,-80.02081444,40.41266676
0094F00089000000,-79.97731714,40.38992376
0336M00096000000,-80.15083419,40.456012
0035D00217000000,-80.01677089,40.41222815
0980P00328000000,-79.74462109,40.40550273
0353C00065000000,-79.98797726,40.52980684
0045K00021000000,-80.02568057,40.4672138
0349M00288000000,-80.05210327,40.52502928
0422H00531000000,-80.15024363,40.53673704
0667N00152000000,-80.06360077,40.30933505
0083F00174000000,-79.9264353,40.46911527
1357N00312000000,-79.91601468,40.60993213
0742C00264000000,-79.77174128,40.45153304
1498S00117000000,-80.06685523,40.61925335
1678R00336000000,-79.72146344,40.62856179
1837M00319000000,-79.85158456,40.64126727
0124E00053000000,-79.91586203,40.46934725
0289H00145000000,-79.86916434,40.51665386
0851N00369000000,-79.76555482,40.48398596
0351B00064000000,-80.02742016,40.53028552
0083B00107000000,-79.92783478,40.47031391
0015K00111000000,-80.00832857,40.41858176
0068A00196000000,-80.0815056,40.4324814
0800D00021000000,-80.23338332,40.45257439
0066S00266000000,-80.06734797,40.40482104
0416L00227000000,-80.17229159,40.48626361
0307P00182000000,-79.86035015,40.3478787
0155B00084000000,-80.11158077,40.48094877
0320E00102000000,-80.08025771,40.35119707
0110A00106000000,-80.09742158,40.48164948
0280E00198000000,-80.03068907,40.51613608
0132P00021000000,-79.90826063,40.38658578
0101G00222000000,-80.08859182,40.3901339
0462N00026000000,-79.83051771,40.33666971
0188D00110000000,-79.9683419,40.37439686
0079C00037000000,-79.97412532,40.48070993
0374A00115000000,-79.84639566,40.41281564
0463P00263000000,-79.82766507,40.3281002
0716C00177000000,-80.00552197,40.56881842
0297K00188000000,-79.85892208,40.44714917
0065G00146000000,-80.07355791,40.3996416
0455D00042000000,-79.81627544,40.41331051
0630L00236000000,-79.78915985,40.51571585
0264N00013000000,-80.14833454,40.42510827
0014A00131000000,-79.99775403,40.42340027
0054N00016000000,-79.94919886,40.42411817
0857N00085000000,-79.76261876,40.42545493
0026E00127000000,-79.96203194,40.45807424
0948K00249000000,-79.97626591,40.58196473
0139A00261000000,-80.01415865,40.38419747
0299C00134000000,-79.85565149,40.43251068
0296G00054000000,-79.85761795,40.45968072
0281C00017000000,-80.00788289,40.51979803
0540H00094000000,-79.80057587,40.44905365
0313B00120000000,-79.96169609,40.35425166
0154A00005000000,-80.11301742,40.47102099
0397R00156000000,-80.10564463,40.33786861
0386S00006000000,-79.92002814,40.33835027
0188G00156000000,-79.97265095,40.37218918
0228A00020000000,-79.88232951,40.49119037
0572L00037000000,-80.12410214,40.32157191
0439S00275000000,-79.87101046,40.53302106
0388N00246000000,-79.962646,40.33793315
0101E00138000000,-80.0952344,40.39127752
0095B00165000000,-79.99399615,40.3940832
0364R00294000000,-79.83742105,40.50381137
0095N00115000000,-79.99847887,40.38548129
0364P00186000000,-79.84311694,40.50272818
0419L00324000000,-80.17403525,40.51494463
1677E00172000000,-79.74731974,40.63443194
1224A00174000000,-79.7487659,40.60650545
0018A00197000000,-80.04785359,40.43286933
0667F00048000000,-80.05874732,40.31315377
0004K00344000000,-80.00782024,40.42706949
0534C00018000000,-79.80672718,40.5111426
1356R00044000000,-79.92203261,40.60969432
1204C00314000000,-80.074164,40.60675038
1072R00098000000,-80.02151873,40.59182229
0558L00349000000,-79.88805224,40.31994939
0556F00039000000,-79.85999019,40.32230821
0138P00110000000,-79.99342593,40.37585806
0553S00125000000,-79.80102728,40.31756089
0569M00110000000,-80.06902938,40.32006251
0372J00068000000,-79.84562926,40.42758386
0110K00069000000,-80.0942762,40.47494215
0187D00268000000,-79.95071945,40.37319102
0390L00140000000,-79.98877008,40.33985005
1679L00112000000,-79.70655685,40.63214309
0362K00030000000,-79.84320736,40.52382106
0173K00215000000,-79.89414314,40.46619381
0185L00208000000,-79.92379243,40.36960472
0551F00171000000,-79.81005997,40.34165813
0546R00241000000,-79.80445336,40.3859082
0167D00008000000,-79.93304144,40.50011118
0635E00135000000,-79.79660996,40.46964366
0204S00357000000,-80.11974317,40.43405195
0074R00317000000,-80.05735169,40.47290855
1002H00147000000,-79.88424758,40.28367298
1134S00066000000,-79.9001806,40.27042813
0111L00134000A00,-80.08839398,40.48534315
0879M00012000000,-79.88510831,40.28999318
0471P00189000000,-79.96005688,40.32675119
0748D00257000000,-79.76652879,40.39452619
0049C00252000000,-79.95582232,40.47085527
0060A00279000000,-79.99594761,40.40220489
0098J00248000000,-80.04687167,40.38933222
0232J00086000000,-79.88205303,40.44590337
0546A00158000000,-79.81303727,40.39251549
0119D00115000000,-79.95198311,40.49108068
0049S00364000000,-79.95300045,40.46302101
0369L00074000000,-79.83941031,40.45589947
0007B00303000A00,-80.02681846,40.45164516
1366P00012000000,-79.75844516,40.60928966
0612K00199000000,-80.0271658,40.55436835
0161D00176000000,-80.0354553,40.50124765
0050E00099000000,-79.946675870000007,40.46837822
0178S00341000000,-79.88567385,40.41455927
0630M00201000000,-79.78465704,40.51513921
0175M00019000000,-79.88598894,40.44714014
0119E00014000000,-79.96289033,40.4868849
0015S00134000000,-80.00062492,40.41572563
0771E00083000000,-80.01275962,40.30306581
0389S00132000000,-79.96834432,40.33685331
1240L00007000000,-79.704108,40.4652478
0363G00021000000,-79.83776898,40.51694808
1103G00015000000,-79.72215361,40.46784365
0041J00276000000,-80.06462645,40.44755551
0363F00092000000,-79.84193097,40.5180374
0283B00035000000,-79.977165780000007,40.52018998
1518L00290000000,-79.74131042,40.6217268
0194D00194000000,-80.06666652,40.3725697
0825H00323000000,-80.03584493,40.57675971
0024C00091000000,-79.98846618,40.46227418
0192R00108000000,-80.03906561,40.36652294
0138K00146000000,-79.99234162,40.37977443
0046P00389000000,-80.0083728,40.46472709
0537N00195000000,-79.81550718,40.47462886
0460E00374000000,-79.83191814,40.36279164
0236K00065000000,-79.87470851,40.40861801
0126J00006000000,-79.91572746,40.44779736
0742R00294000000,-79.77349848,40.4438606
0879G00278000000,-79.88952979,40.29429725
0220D00005000000,-79.96820757,40.51068968
0192F00099000000,-80.04396374,40.37185796
0307G00371000000,-79.85499037,40.3510209
0328C00035000000,-80.15549079,40.38264024
1006C00134000000,-79.95665997,40.28612206
0141S00120000000,-80.03313038,40.37598329
0131M00047000000,-79.90302822,40.39887811
0207C00075000000,-80.12305852,40.4710766
0251S00150000000,-80.03278868,40.35629204
0073D00166000000,-80.06848555,40.48020101
0350H00177000000,-80.03371526,40.52802177
0857L00100000000,-79.75655997,40.42721836
0564C00273000000,-79.98806708,40.32554968
0734R00024000000,-79.77494281,40.5212944
1098F00391000000,-79.72843326,40.51771929
0232H00118000000,-79.86926897,40.44929366
0430L00017000000,-80.02119084,40.53531533
0741G00056000000,-79.77080913,40.45897066
0028L00022000000,-79.95736084,40.436998440000004
1131S00258000000,-79.85300177,40.2688928
0070B00231000000,-80.07602993,40.45162137
0248S00070000000,-79.9835411,40.35758082
0131G00056000000,-79.90743263,40.40061305
0763N00265000000,-79.87956042,40.29744377
0354H00053000000,-79.97186401,40.52709765
0504G00039000000,-80.18863308,40.51672714
0447M00182000000,-79.81885363,40.48714431
0022G00196000000,-80.02094114,40.45906948
0632K00271000000,-79.79341716,40.49590734
0341M00362000000,-80.15005514,40.50587437
0374G00104000000,-79.83842627,40.41081158
0513A00188000000,-80.09675169,40.54888275
0878J00354000000,-79.87890516,40.29098066
0134H00137000000,-79.91779141,40.37985163
0454L00227000000,-79.82290039,40.41664006
0476S00163000000,-80.03372217,40.3268064
0230F00008000000,-79.87597944,40.47004086
0450C00101000000,-79.82244559,40.46278422
0071E00248000000,-80.0806876,40.45971388
0313B00092000000,-79.96015674,40.35504152
0737P00130000000,-79.77768016,40.4928628
0455A00019000000,-79.82882388,40.41184222
0449C00134000000,-79.82153864,40.47126219
0169R00254000000,-79.90651676,40.49222578
0041R00042000000,-80.05448218,40.44344606
0207J00114000000,-80.12988559,40.46491907
0027B00245000000,-79.96011525,40.45138837
0232M00016000000,-79.86988278,40.44750213
1203P00073000000,-80.09511586,40.60015835
0068C00114000000,-80.07429158,40.43272485
0286D00080000100,-79.91741147,40.51967547
0105E00246000000,-80.09723305,40.43004933
0175H00031000000,-79.88564857,40.44841138
0051M00238000000,-79.93595117,40.45517308
1416A00164000000,-79.84729669,40.25735785
0124L00087000000,-79.90476741,40.46676727
0118G00010000000,-79.97436699,40.48853893
0214J00176000000,-80.08268853,40.50564784
0199R00002000000,-80.12410148,40.3848583
0280B00118000000,-80.02559117,40.51941507
0874A00364000000,-79.81610785,40.29546977
0642S00069000000,-79.78502087,40.39423506
0556G00215000000,-79.85739391,40.3224276
0081D00199000000,-79.93536496,40.481532
0295F00208000000,-79.85970439,40.46858424
0878F00179000000,-79.87827146,40.29347552
0233L00074000000,-79.8736774,40.43661609
0120R00174000000,-79.93808166,40.48431675
0716E00312000000,-80.01528907,40.56625524
1223H00028000000,-79.75057905,40.60424762
0086E00155000000,-79.9326551,40.43874384
0251B00185000000,-80.04422755,40.36394837
0082M00305000000,-79.91619134,40.47539194
0645J00292000000,-79.7972857,40.36858383
0455H00282000000,-79.81625918,40.41064239
0733E00034000000,-79.78149725,40.53677052
0222L00186000000,-79.94018183,40.50522948
0026A00013000000,-79.96611053,40.46186768
0397J00011000000,-80.11588547,40.33899286
0978H00151000000,-79.73361538,40.42869061
0255H00369000000,-80.10338207,40.36292333
0504J00265000000,-80.19911536,40.51491209
0065F00078000000,-80.0770742,40.40110153
0095C00242000000,-79.98736325,40.39305615
0145D00059000000,-80.10083984,40.3839679
0318P00096000000,-80.04256744,40.3466685
0138B00117000000,-79.99324458,40.38355787
0074R00362000000,-80.05699226,40.47452587
1071S02005000000,-80.0350626,40.59074672
0558G00313000000,-79.88870531,40.32331262
0012F00077000000,-79.97827686,40.42976894
0502N00015000000,-80.19594456,40.49341417
0613G00288000000,-80.00716636,40.55546578
1133R00266000000,-79.89098236,40.26787277
0447H00204000000,-79.81722982,40.48910854
0266S00385000000,-80.13664944,40.44524153
0493D00007000000,-80.18463595,40.41253964
0396D00050000000,-80.08533028,40.34322881
0667R00204000000,-80.05605353,40.30885994
0160C00229000000,-80.05688643,40.50059371
0045N00283000000,-80.03142577,40.46386908
1007C00042000000,-79.97425887,40.28706423
0033M00193000000,-79.98539909,40.40781954
1360N00078000000,-79.8632749,40.60852502
0053D00020000000,-79.93287626,40.44119792
0834G00035000000,-79.88772823,40.57650096
0163J00219000000,-80.01383876,40.49419027
0541K00176000000,-79.80934276,40.43764798
0742M00303000000,-79.76952559,40.44786848
0022D00304000000,-80.01710914,40.46053933
0128J00178000000,-79.91337102,40.42683688
0016S00171000000,-80.01691896,40.41397871
0234J00238000000,-79.88077602,40.42766921
1360M00137000000,-79.85062866,40.61202395
0246E00266000000,-79.96566693,40.36184794
2003N00015000000,-80.01445411,40.64794186
0222N00024000000,-79.94625549,40.50341076
0254B00090000000,-80.09264386,40.36327961
0561P00038000000,-79.94349486,40.31719129
0624R00018000000,-79.82104148,40.55018299
0022E00262000000,-80.02910177,40.45808346
0231E00175000000,-79.88105035,40.45817309
0107K00010000000,-80.09509644,40.44693335
0088D00304000000,-79.91685894,40.42188698
0036H00152000000,-80.03559547,40.4109408
1347J00031000000,-80.08176548,40.61127485
1102M00287000000,-79.71902299,40.4753951
0059R00158000000,-79.97265363,40.39516496
0316B00036000000,-80.00951469,40.35377656
0035G00305000000,-80.02164317,40.41093807
0522J00213000000,-79.94848019,40.54360517
0084F00338000200,-79.92763903,40.45775415
0104K00026000000,-80.0919151,40.4165974
0772F00169000000,-80.0273512,40.30226018
0079G00204000000,-79.97090958,40.47760776
0720K00112000000,-79.94431014,40.56298798
0039H00019000000,-80.04983313,40.4294647
0583B00052000000,-80.21224156,40.38277456
0088M00092000000,-79.91991491,40.41757038
1499S00003000000,-80.05289542,40.62014199
0040P00250000000,-80.06026064,40.43331349
0141S00336000000,-80.03565791,40.37688703
0131B00310000000,-79.91012907,40.40200821
0775M00026000000,-80.06634695,40.30177957
0966C00042000000,-79.73894307,40.54801048
0361K00024000000,-79.85695477,40.52523393
0003F00088000000,-79.99454115,40.42922651
0072K00148000000,-80.07540305,40.46616721
0082M00316000000,-79.91614476,40.4749424
0160R00222000000,-80.05778433,40.49334588
1239P00173000000,-79.71144688,40.47233291
0168B00066000000,-79.92516759,40.49917344
1825K00024000000,-80.05831432,40.64138382
0381A00261000000,-79.84710825,40.34486232
0080G00223000000,-79.95417547,40.47944138
9929X01942000000,-80.21411213,40.4377828
0188P00096000000,-79.97658952,40.36713391
0236S00093000000,-79.86792635,40.40445708
0192P00098000000,-80.04301577,40.36648378
1519F00310000000,-79.72470449,40.62450615
0113N00194000000,-80.06371756,40.48295687
0306D00223000000,-79.85171029,40.36321235
0174C00290000000,-79.88772,40.46122644
0358A00030000000,-79.91325334,40.52847403
0255P00192000000,-80.10918743,40.35748588
0194F00238000000,-80.07468031,40.37161564
0250G00202000000,-80.02180815,40.36110007
0569H00045000000,-80.0670817,40.32239783
1353M00135000000,-79.967604,40.611749090000004
0775G00200000000,-80.07371799,40.30256761
0060R00323000000,-79.98814034,40.39614903
0116R00237000000,-80.00409318,40.48413757
0231D00395000000,-79.86754887,40.46235482
0307N00059000000,-79.86454257,40.34775707
0545L00146000000,-79.80479948,40.39693464
0006K00235000000,-80.02579318,40.4372463
1678L00170000000,-79.72230789,40.63121169
0456P00379000000,-79.8280332,40.39495027
0456G00202000000,-79.82272245,40.40065664
0544L00316000300,-79.8065233,40.4092504
0145H00119000000,-80.10097412,40.38245932
0015F00063000000,-80.01087091,40.42093463
0086N00117000000,-79.92950067,40.43447726
0447P00115000000,-79.8252481,40.48346921
0884P00101000000,-79.97925235,40.28806172
0247C00086000000,-79.97379835,40.36432097
0140S00286000000,-80.01658624,40.37535586
0141P00124000000,-80.04203809,40.37578689
0012E00163000000,-79.98125067,40.43003591
0997G00178000000,-79.80612395,40.28299314
0312S00194000000,-79.93367205,40.34744411
0039E00107000000,-80.06458309,40.4286168
0823A00296000000,-80.0829125,40.57729479
0292B00072000000,-79.85852325,40.49967639
0125R00069000000,-79.90743295,40.45376046
0096L00010000000,-80.00781404,40.3889897
0168B00006000000,-79.92444775,40.49899241
0665M00095000000,-80.01926671,40.30947922
0026M00229000000,-79.94958319,40.45627513
0086J00180000000,-79.92945743,40.43756461
0299H00055000000,-79.85010212,40.43020422
0193B00227000000,-80.0583978,40.37321887
1077H00046000000,-79.93376183,40.59482384
0170N00202000000,-79.89635778,40.49288611
0024J00472000000,-79.99532528,40.45539118
0142P00179000000,-80.05901115,40.37628787
0220D00078000000,-79.97036514,40.51038165
1130M00204000000,-79.8347946,40.27210711
0281J00054000000,-80.01528721,40.51556956
0177N00087000000,-79.89881036,40.42452839
0654D00265000000,-79.83345415,40.3144413
1213S00106000000,-79.91715313,40.59870318
0097D00156000000,-80.01876003,40.39372835
0046P00111000000,-80.01010713,40.46299884
0138C00187000000,-79.98740122,40.38303277
0046D00220000000,-80.00028806,40.4700496
0999C00232000000,-79.83871784,40.28588028
0088M00003000000,-79.91857453,40.41871041
0274K00076000000,-80.12616614,40.5159122
0737P00162000000,-79.77595763,40.49294181
0703E00207000000,-80.23140762,40.56625365
0252M00287000000,-80.05125104,40.35989843
0741L00038000000,-79.77077593,40.45572606
0247R00180000000,-79.97288538,40.3579607
0653L00170000000,-79.82114154,40.31067045
1574N00104000000,-79.89639803,40.24055698
0380M00214000000,-79.8332032,40.34989933
0261L00002000000,-80.13810975,40.39697236
0119S00130000A00,-79.95188598,40.48209975
1049G00366000000,-80.27321427,40.51798976
0023E00285000A00,-80.01439645,40.45775572
1240C00390000000,-79.70829492,40.47191231
0097F00009000000,-80.02484347,40.39178445
0177N00204000000,-79.89709012,40.42448512
0666K00012000000,-80.0450062,40.31032392
1368G00317000000,-79.72212101,40.61340396
1209B00109000000,-79.99250867,40.6073462
0026E00161000000,-79.96399247,40.45845907
0180K00154000000,-79.89377676,40.39809754
1219J00378000000,-79.83319875,40.60289034
0045N00074000000,-80.02881336,40.46375921
0073S00316000000,-80.06911245,40.47254706
0137M00075000000,-79.96673729,40.37793764
0006F00266000000,-80.02521302,40.43828252
0214E00161000000,-80.08223947,40.5084674
0505R00004000000,-80.19092996,40.5209703
0236G00104000000,-79.87087428,40.41052134
0136D00117000000,-79.95266693,40.38281732
0560J00228000000,-79.92911294,40.32039159
0219C00029000000,-79.99117561,40.51066581
0811M00303000000,-80.23571692,40.55460062
0095B00229000B00,-79.99320612,40.39372687
0390P00368000000,-79.99352935,40.33779466
0444G00394000000,-79.82459944,40.51834669
0147F00001000000,-80.10995069,40.4007406
0370C00312000000,-79.84102105,40.45171053
0120M00038000000,-79.93356447,40.48498374
0193H00114000000,-80.05246953,40.37131426
0421F00172000000,-80.17526177,40.53748394
